Entity: /m/05rwpb
Entity Name: Indie
K-hop: 2
Subgraph Nodes: 223
Subgraph Triples: 780

==================================================
Nodes in Subgraph:
==================================================
/m/011yhm	Fargo
/m/03qnc6q	The Tree of Life
/m/03rlps	Folktronica
/m/03rz2b	Monsoon Wedding
/m/03sxd2	Summer of Sam
/m/040_lv	I Heart Huckabees
/m/0413cff	Motherland
/m/041n43	XL Recordings
/m/041td_	Topsy Turvy
/m/042v_gx	Acoustic guitar
/m/043t8t	The Life Aquatic with Steve Zissou
/m/04b_jc	The Station Agent
/m/04dsnp	Sicko
/m/04ghz4m	Bad Lieutenant: Port of Call New Orleans
/m/04gp58p	Rachel Getting Married
/m/04grkmd	Taking Woodstock
/m/04j_h4	Grime
/m/04jpk2	Tommy
/m/04jpl	London
/m/04q01mn	Gran Torino
/m/04smdd	Crimes and Misdemeanors
/m/04t9c0	Mighty Aphrodite
/m/04x4nv	Tucker: The Man and His Dream
/m/04z_3pm	Mary and Max
/m/04ztj	Marriage
/m/04zyhx	The Rules of Attraction
/m/05148p4	Keyboard
/m/053tj7	Inside Deep Throat
/m/056jm_	Grammy Award for Best Dance/Electronica Album
/m/0571m	Mulholland Drive
/m/05_61y	Hearts and Minds
/m/05c46y6	Precious: Based on the Novel Push by Sapphire
/m/05ch98	The Jacket
/m/05ft32	The Believer
/m/05pd94v	52nd Annual Grammy Awards-US
/m/05q7874	The Runaways
/m/05q_dw	The Squid and the Whale
/m/05r5c	Piano
/m/05rwpb	Indie
/m/05sy_5	Crash
/m/05zppz	Male
/m/064q5v	Why We Fight
/m/064t9	Pop music
/m/06823p	Talk to Her
/m/06929s	Enron: The Smartest Guys in the Room-GB
/m/06by7	Rock music
/m/06g77c	Inland Empire
/m/06kl78	Crash
/m/06m_5	Sri Lanka
/m/06p03s	Imogen Heap
/m/06pk8	Spike Jonze
/m/06t6dz	Hustle & Flow
/m/075qbd2	Independent
/m/07bwr	The Big Lebowski
/m/07d2d	Trip hop
/m/07ghq	The Terminator
/m/07l4zhn	Get Low
/m/07lnk	Trance music
/m/07nnp_	Color of Night
/m/07s3m4g	Paranormal Activity
/m/07ssc	United Kingdom
/m/0827d	World music
/m/08cyft	Electronic dance music
/m/08g_jw	The Namesake
/m/08gg47	The World's Fastest Indian
/m/08mbj5d	Official Website
/m/08nvyr	Babel
/m/093l8p	Transamerica
/m/0963mq	She Hate Me
/m/09d3b7	A Star Is Born
/m/09jwl	Musician-GB
/m/09ps01	The Virgin Suicides
/m/09v42sf	Kaboom
/m/09z2b7	The Wings of the Dove
/m/0b76t12	Please Give
/m/0bhsnb	Sri Lankan Tamils
/m/0bnzd	In the Bedroom
/m/0bpbhm	Cookie's Fortune
/m/0bs8ndx	Super
/m/0cw3yd	Away from Her
/m/0d8w2n	Shortbus
/m/0ddfwj1	Submarine
/m/0djb3vw	Restless
/m/0djlxb	I'm Not There
/m/0dzz6g	American Splendor
/m/0f4vx	Leaving Las Vegas
/m/0fd3y	Ambient music
/m/0fnpj	Keyboard player-GB
/m/0fq9zdv	British Independent Film Award for Best British Independent Film
/m/0fvr1	Donnie Darko
/m/0g5q34q	Heartbeats
/m/0gd92	Chasing Amy
/m/0ggq0m	Classical music
/m/0ggx5q	Dance music
/m/0glt670	Hip hop music
/m/0gqz2	Academy Award for Best Original Song
/m/0h7t36	Synecdoche, New York
/m/0jyx6	Manhattan
/m/0k345	Avant-garde
/m/0k54q	The Transformers: The Movie
/m/0kvgxk	The Ice Storm
/m/0l14md	Percussion
/m/0l14qv	Synthesizer
/m/0lgw7	Photographer
/m/0m0jc	Electronica
/m/0m3gy	Halloween
/m/0m9p3	A Bridge Too Far
/m/0n1h	Artist-GB
/m/0nbcg	Songwriter-GB
/m/0p9lw	Dogma
/m/0p_sc	Midnight Express
/m/0qf2t	Trainspotting
/m/0sxmx	Platoon
/m/0sxns	Hannah and Her Sisters
/m/0symg	Dead Man
/m/0xsk8	Bootsy Collins
/m/0y3_8	Synthpop

==================================================
Triples in Subgraph:
==================================================
/m/0342h	/music/performance_role/regular_performances./music/group_membership/role	/m/0l14qv
  Guitar -> [/music/performance_role/regular_performances./music/group_membership/role] -> Synthesizer
/m/03m4mj	/award/award_winning_work/awards_won./award/award_honor/honored_for	/m/01vfqh
  Husbands and Wives -> [/award/award_winning_work/awards_won./award/award_honor/honored_for] -> Barton Fink
/m/01v_pj6	/people/person/nationality	/m/07ssc
  Fatboy Slim -> [/people/person/nationality] -> United Kingdom
/m/07ssc	/location/location/contains	/m/04jpl
  United Kingdom -> [/location/location/contains] -> London
/m/026t6	/music/performance_role/track_performances./music/track_contribution/role	/m/05r5c
  Drum -> [/music/performance_role/track_performances./music/track_contribution/role] -> Piano
/m/016z5x	/film/film/genre	/m/0219x_
  Chaplin -> [/film/film/genre] -> Indie film
/m/02stbw	/common/topic/webpage./common/webpage/category	/m/08mbj5d
  Best in Show -> [/common/topic/webpage./common/webpage/category] -> Official Website
/m/03rz2b	/film/film/genre	/m/0219x_
  Monsoon Wedding -> [/film/film/genre] -> Indie film
/m/029h7y	/music/genre/parent_genre	/m/0glt670
  Electro -> [/music/genre/parent_genre] -> Hip hop music
/m/04grkmd	/film/film/genre	/m/0219x_
  Taking Woodstock -> [/film/film/genre] -> Indie film
/m/07lnk	/music/genre/parent_genre	/m/08cyft
  Trance music -> [/music/genre/parent_genre] -> Electronic dance music
/m/01gg59	/award/award_nominee/award_nominations./award/award_nomination/award	/m/0gqz2
  A. R. Rahman -> [/award/award_nominee/award_nominations./award/award_nomination/award] -> Academy Award for Best Original Song
/m/02v1m7	/award/award_category/winners./award/award_honor/ceremony	/m/05pd94v
  Grammy Award for Best Music Video -> [/award/award_category/winners./award/award_honor/ceremony] -> 52nd Annual Grammy Awards-US
/m/01vj9c	/music/performance_role/regular_performances./music/group_membership/role	/m/0342h
  Bass -> [/music/performance_role/regular_performances./music/group_membership/role] -> Guitar
/m/0413cff	/film/film/genre	/m/0219x_
  Motherland -> [/film/film/genre] -> Indie film
/m/0219x_	/media_common/netflix_genre/titles	/m/0dzz6g
  Indie film -> [/media_common/netflix_genre/titles] -> American Splendor
/m/04jpl	/base/biblioness/bibs_location/country	/m/07ssc
  London -> [/base/biblioness/bibs_location/country] -> United Kingdom
/m/01vdm0	/music/performance_role/track_performances./music/track_contribution/role	/m/042v_gx
  Electronic keyboard -> [/music/performance_role/track_performances./music/track_contribution/role] -> Acoustic guitar
/m/0l14qv	/music/performance_role/regular_performances./music/group_membership/role	/m/01wy6
  Synthesizer -> [/music/performance_role/regular_performances./music/group_membership/role] -> Clarinet
/m/0g5q34q	/common/topic/webpage./common/webpage/category	/m/08mbj5d
  Heartbeats -> [/common/topic/webpage./common/webpage/category] -> Official Website
/m/07ssc	/media_common/netflix_genre/titles	/m/011yph
  United Kingdom -> [/media_common/netflix_genre/titles] -> The Full Monty
/m/01vdm0	/music/performance_role/track_performances./music/track_contribution/role	/m/026t6
  Electronic keyboard -> [/music/performance_role/track_performances./music/track_contribution/role] -> Drum
/m/02hnl	/music/performance_role/guest_performances./music/recording_contribution/performance_role	/m/018vs
  Drums -> [/music/performance_role/guest_performances./music/recording_contribution/performance_role] -> Bass guitar
/m/05r5c	/music/performance_role/track_performances./music/track_contribution/role	/m/01vdm0
  Piano -> [/music/performance_role/track_performances./music/track_contribution/role] -> Electronic keyboard
/m/0l14qv	/music/performance_role/regular_performances./music/group_membership/role	/m/01vj9c
  Synthesizer -> [/music/performance_role/regular_performances./music/group_membership/role] -> Bass
/m/026t6	/music/performance_role/regular_performances./music/group_membership/role	/m/042v_gx
  Drum -> [/music/performance_role/regular_performances./music/group_membership/role] -> Acoustic guitar
/m/02hnl	/music/performance_role/regular_performances./music/group_membership/role	/m/05148p4
  Drums -> [/music/performance_role/regular_performances./music/group_membership/role] -> Keyboard
/m/06g77c	/film/film/genre	/m/0219x_
  Inland Empire -> [/film/film/genre] -> Indie film
/m/018vs	/music/performance_role/track_performances./music/track_contribution/role	/m/01xqw
  Bass guitar -> [/music/performance_role/track_performances./music/track_contribution/role] -> Cello
/m/04ztj	/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony	/m/02jx1
  Marriage -> [/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony] -> England
/m/025sc50	/music/genre/artists	/m/01vt5c_
  Contemporary R&B -> [/music/genre/artists] -> M.I.A.
/m/05r5c	/music/performance_role/regular_performances./music/group_membership/role	/m/0342h
  Piano -> [/music/performance_role/regular_performances./music/group_membership/role] -> Guitar
/m/016mhd	/film/film/country	/m/02jx1
  Billy Elliot-GB -> [/film/film/country] -> England
/m/01v_pj6	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02g3gj
  Fatboy Slim -> [/award/award_nominee/award_nominations./award/award_nomination/award] -> Grammy Award for Best Dance Recording
/m/05148p4	/music/performance_role/regular_performances./music/group_membership/role	/m/01vj9c
  Keyboard -> [/music/performance_role/regular_performances./music/group_membership/role] -> Bass
/m/01zc2w	/education/field_of_study/students_majoring./education/education/student	/m/01v_pj6
  English Studies -> [/education/field_of_study/students_majoring./education/education/student] -> Fatboy Slim
/m/04x4nv	/film/film/genre	/m/0219x_
  Tucker: The Man and His Dream -> [/film/film/genre] -> Indie film
/m/0m9p3	/film/film/country	/m/07ssc
  A Bridge Too Far -> [/film/film/country] -> United Kingdom
/m/0280061	/award/award_winning_work/awards_won./award/award_honor/award	/m/0fq9zdv
  This Is England -> [/award/award_winning_work/awards_won./award/award_honor/award] -> British Independent Film Award for Best British Independent Film
/m/0219x_	/dataworld/gardening_hint/split_to	/m/05rwpb
  Indie film -> [/dataworld/gardening_hint/split_to] -> Indie
/m/01wy6	/music/performance_role/regular_performances./music/group_membership/role	/m/01xqw
  Clarinet -> [/music/performance_role/regular_performances./music/group_membership/role] -> Cello
/m/0l14md	/music/performance_role/guest_performances./music/recording_contribution/performance_role	/m/05148p4
  Percussion -> [/music/performance_role/guest_performances./music/recording_contribution/performance_role] -> Keyboard
/m/0342h	/music/instrument/instrumentalists	/m/01gg59
  Guitar -> [/music/instrument/instrumentalists] -> A. R. Rahman
/m/02hnl	/music/performance_role/track_performances./music/track_contribution/role	/m/05r5c
  Drums -> [/music/performance_role/track_performances./music/track_contribution/role] -> Piano
/m/05148p4	/music/performance_role/regular_performances./music/group_membership/role	/m/05r5c
  Keyboard -> [/music/performance_role/regular_performances./music/group_membership/role] -> Piano
/m/07ssc	/location/location/contains	/m/0214m4
  United Kingdom -> [/location/location/contains] -> Bromley
/m/02v1m7	/award/award_category/winners./award/award_honor/award_winner	/m/06pk8
  Grammy Award for Best Music Video -> [/award/award_category/winners./award/award_honor/award_winner] -> Spike Jonze
/m/05r5c	/music/performance_role/track_performances./music/track_contribution/role	/m/042v_gx
  Piano -> [/music/performance_role/track_performances./music/track_contribution/role] -> Acoustic guitar
/m/06g77c	/common/topic/webpage./common/webpage/category	/m/08mbj5d
  Inland Empire -> [/common/topic/webpage./common/webpage/category] -> Official Website
/m/05r5c	/music/performance_role/regular_performances./music/group_membership/role	/m/01xqw
  Piano -> [/music/performance_role/regular_performances./music/group_membership/role] -> Cello
/m/02stbw	/film/film/genre	/m/0219x_
  Best in Show -> [/film/film/genre] -> Indie film
/m/02tjl3	/film/film/genre	/m/0219x_
  Shattered Glass -> [/film/film/genre] -> Indie film
/m/02237m	/common/topic/webpage./common/webpage/category	/m/08mbj5d
  Central Saint Martins College of Art and Design -> [/common/topic/webpage./common/webpage/category] -> Official Website
/m/01vt5c_	/award/award_nominee/award_nominations./award/award_nomination/award	/m/01bgqh
  M.I.A. -> [/award/award_nominee/award_nominations./award/award_nomination/award] -> Grammy Award for Record of the Year
/m/064q5v	/common/topic/webpage./common/webpage/category	/m/08mbj5d
  Why We Fight -> [/common/topic/webpage./common/webpage/category] -> Official Website
/m/07ghq	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/07ssc
  The Terminator -> [/film/film/release_date_s./film/film_regional_release_date/film_release_region] -> United Kingdom
/m/08g_jw	/film/film/genre	/m/0219x_
  The Namesake -> [/film/film/genre] -> Indie film
/m/01trtc	/music/record_label/artist	/m/01vt5c_
  Interscope Records -> [/music/record_label/artist] -> M.I.A.
/m/0963mq	/film/film/genre	/m/0219x_
  She Hate Me -> [/film/film/genre] -> Indie film
/m/018vs	/music/performance_role/guest_performances./music/recording_contribution/performance_role	/m/026t6
  Bass guitar -> [/music/performance_role/guest_performances./music/recording_contribution/performance_role] -> Drum
/m/026t6	/music/performance_role/regular_performances./music/group_membership/role	/m/0342h
  Drum -> [/music/performance_role/regular_performances./music/group_membership/role] -> Guitar
/m/03q8xj	/common/topic/webpage./common/webpage/category	/m/08mbj5d
  The Motorcycle Diaries -> [/common/topic/webpage./common/webpage/category] -> Official Website
/m/018vs	/music/performance_role/track_performances./music/track_contribution/role	/m/0342h
  Bass guitar -> [/music/performance_role/track_performances./music/track_contribution/role] -> Guitar
/m/0342h	/music/performance_role/regular_performances./music/group_membership/role	/m/01wy6
  Guitar -> [/music/performance_role/regular_performances./music/group_membership/role] -> Clarinet
/m/02hnl	/music/performance_role/track_performances./music/track_contribution/role	/m/01vj9c
  Drums -> [/music/performance_role/track_performances./music/track_contribution/role] -> Bass
/m/026t6	/music/performance_role/guest_performances./music/recording_contribution/performance_role	/m/018vs
  Drum -> [/music/performance_role/guest_performances./music/recording_contribution/performance_role] -> Bass guitar
/m/0342h	/music/performance_role/guest_performances./music/recording_contribution/performance_role	/m/0l14md
  Guitar -> [/music/performance_role/guest_performances./music/recording_contribution/performance_role] -> Percussion
/m/03qnc6q	/film/film/genre	/m/0219x_
  The Tree of Life -> [/film/film/genre] -> Indie film
/m/05148p4	/music/performance_role/guest_performances./music/recording_contribution/performance_role	/m/026t6
  Keyboard -> [/music/performance_role/guest_performances./music/recording_contribution/performance_role] -> Drum
/m/01gg59	/people/person/profession	/m/0nbcg
  A. R. Rahman -> [/people/person/profession] -> Songwriter-GB
/m/01y_px	/film/actor/film./film/performance/film	/m/043t8t
  Jeff Goldblum -> [/film/actor/film./film/performance/film] -> The Life Aquatic with Steve Zissou
/m/01v_pj6	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02f5qb
  Fatboy Slim -> [/award/award_nominee/award_nominations./award/award_nomination/award] -> MTV Video Music Award for Video of the Year
/m/05r5c	/music/performance_role/track_performances./music/track_contribution/role	/m/01vj9c
  Piano -> [/music/performance_role/track_performances./music/track_contribution/role] -> Bass
/m/02f716	/award/award_category/winners./award/award_honor/award_winner	/m/01v_pj6
  MTV Video Music Award for Best Direction -> [/award/award_category/winners./award/award_honor/award_winner] -> Fatboy Slim
/m/05r5c	/music/performance_role/regular_performances./music/group_membership/role	/m/02hnl
  Piano -> [/music/performance_role/regular_performances./music/group_membership/role] -> Drums
/m/0djb3vw	/film/film/genre	/m/0219x_
  Restless -> [/film/film/genre] -> Indie film
/m/02rqwhl	/film/film/genre	/m/0219x_
  The Savages -> [/film/film/genre] -> Indie film
/m/018vs	/music/performance_role/guest_performances./music/recording_contribution/performance_role	/m/02hnl
  Bass guitar -> [/music/performance_role/guest_performances./music/recording_contribution/performance_role] -> Drums
/m/01l2b3	/film/film/country	/m/07ssc
  Bend It Like Beckham -> [/film/film/country] -> United Kingdom
/m/0342h	/music/instrument/instrumentalists	/m/06p03s
  Guitar -> [/music/instrument/instrumentalists] -> Imogen Heap
/m/07ssc	/media_common/netflix_genre/titles	/m/04jpk2
  United Kingdom -> [/media_common/netflix_genre/titles] -> Tommy
/m/06g77c	/film/film/genre	/m/0k345
  Inland Empire -> [/film/film/genre] -> Avant-garde
/m/042v_gx	/music/performance_role/regular_performances./music/group_membership/role	/m/05r5c
  Acoustic guitar -> [/music/performance_role/regular_performances./music/group_membership/role] -> Piano
/m/01y_px	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/043t8t
  Jeff Goldblum -> [/award/award_nominee/award_nominations./award/award_nomination/nominated_for] -> The Life Aquatic with Steve Zissou
/m/042v_gx	/music/performance_role/track_performances./music/track_contribution/role	/m/01vj9c
  Acoustic guitar -> [/music/performance_role/track_performances./music/track_contribution/role] -> Bass
/m/0209xj	/film/film/genre	/m/0219x_
  Lost in Translation -> [/film/film/genre] -> Indie film
/m/05rwpb	/dataworld/gardening_hint/split_to	/m/01x214
  Indie -> [/dataworld/gardening_hint/split_to] -> Independent record label
/m/01wy6	/music/performance_role/track_performances./music/track_contribution/role	/m/026t6
  Clarinet -> [/music/performance_role/track_performances./music/track_contribution/role] -> Drum
/m/01vdm0	/music/performance_role/regular_performances./music/group_membership/role	/m/0342h
  Electronic keyboard -> [/music/performance_role/regular_performances./music/group_membership/role] -> Guitar
/m/04ztj	/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony	/m/04jpl
  Marriage -> [/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony] -> London
/m/02hnl	/music/performance_role/guest_performances./music/recording_contribution/performance_role	/m/026t6
  Drums -> [/music/performance_role/guest_performances./music/recording_contribution/performance_role] -> Drum
/m/0193f	/music/genre/parent_genre	/m/0m0jc
  Big beat -> [/music/genre/parent_genre] -> Electronica
/m/04ztj	/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony	/m/07ssc
  Marriage -> [/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony] -> United Kingdom
/m/0342h	/music/performance_role/track_performances./music/track_contribution/role	/m/0l14qv
  Guitar -> [/music/performance_role/track_performances./music/track_contribution/role] -> Synthesizer
/m/02f716	/award/award_category/winners./award/award_honor/award_winner	/m/01vt5c_
  MTV Video Music Award for Best Direction -> [/award/award_category/winners./award/award_honor/award_winner] -> M.I.A.
/m/0fnpj	/dataworld/gardening_hint/split_to	/m/05148p4
  Keyboard player-GB -> [/dataworld/gardening_hint/split_to] -> Keyboard
/m/0y3_8	/music/genre/parent_genre	/m/06by7
  Synthpop -> [/music/genre/parent_genre] -> Rock music
/m/05c46y6	/film/film/distributors./film/film_film_distributor_relationship/region	/m/07ssc
  Precious: Based on the Novel Push by Sapphire -> [/film/film/distributors./film/film_film_distributor_relationship/region] -> United Kingdom
/m/05148p4	/music/performance_role/regular_performances./music/group_membership/role	/m/02hnl
  Keyboard -> [/music/performance_role/regular_performances./music/group_membership/role] -> Drums
/m/01xqw	/music/performance_role/track_performances./music/track_contribution/role	/m/01vdm0
  Cello -> [/music/performance_role/track_performances./music/track_contribution/role] -> Electronic keyboard
/m/03hmt9b	/award/award_winning_work/awards_won./award/award_honor/award_winner	/m/01gg59
  Slumdog Millionaire -> [/award/award_winning_work/awards_won./award/award_honor/award_winner] -> A. R. Rahman
/m/016kv6	/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	/m/0sxmx
  Salvador -> [/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for] -> Platoon
/m/02hnl	/music/performance_role/track_performances./music/track_contribution/role	/m/026t6
  Drums -> [/music/performance_role/track_performances./music/track_contribution/role] -> Drum
/m/07ssc	/media_common/netflix_genre/titles	/m/06kl78
  United Kingdom -> [/media_common/netflix_genre/titles] -> Crash
/m/01kqq7	/film/film/genre	/m/0219x_
  Wild at Heart -> [/film/film/genre] -> Indie film
/m/01bgqh	/award/award_category/winners./award/award_honor/ceremony	/m/05pd94v
  Grammy Award for Record of the Year -> [/award/award_category/winners./award/award_honor/ceremony] -> 52nd Annual Grammy Awards-US
/m/05148p4	/music/performance_role/guest_performances./music/recording_contribution/performance_role	/m/02hnl
  Keyboard -> [/music/performance_role/guest_performances./music/recording_contribution/performance_role] -> Drums
/m/02jx1	/location/location/contains	/m/02237m
  England -> [/location/location/contains] -> Central Saint Martins College of Art and Design
/m/0342h	/music/performance_role/track_performances./music/track_contribution/role	/m/01wy6
  Guitar -> [/music/performance_role/track_performances./music/track_contribution/role] -> Clarinet
/m/01vfqh	/film/film/country	/m/07ssc
  Barton Fink -> [/film/film/country] -> United Kingdom
/m/01v_pj6	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02f73b
  Fatboy Slim -> [/award/award_nominee/award_nominations./award/award_nomination/award] -> MTV Video Music Award for Best Editing
/m/01wy6	/music/performance_role/regular_performances./music/group_membership/role	/m/05148p4
  Clarinet -> [/music/performance_role/regular_performances./music/group_membership/role] -> Keyboard
/m/01gg59	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/m/03hmt9b
  A. R. Rahman -> [/award/award_nominee/award_nominations./award/award_nomination/nominated_for] -> Slumdog Millionaire
/m/01txts	/common/topic/webpage./common/webpage/category	/m/08mbj5d
  Astralwerks -> [/common/topic/webpage./common/webpage/category] -> Official Website
/m/01vj9c	/music/performance_role/track_performances./music/track_contribution/role	/m/042v_gx
  Bass -> [/music/performance_role/track_performances./music/track_contribution/role] -> Acoustic guitar
/m/06p03s	/music/artist/track_contributions./music/track_contribution/role	/m/01vdm0
  Imogen Heap -> [/music/artist/track_contributions./music/track_contribution/role] -> Electronic keyboard
/m/09v42sf	/film/film/genre	/m/0219x_
  Kaboom -> [/film/film/genre] -> Indie film
/m/06kl78	/common/topic/webpage./common/webpage/category	/m/08mbj5d
  Crash -> [/common/topic/webpage./common/webpage/category] -> Official Website
/m/02hnl	/music/performance_role/regular_performances./music/group_membership/role	/m/0342h
  Drums -> [/music/performance_role/regular_performances./music/group_membership/role] -> Guitar
/m/01vdm0	/music/performance_role/regular_performances./music/group_membership/role	/m/0l14md
  Electronic keyboard -> [/music/performance_role/regular_performances./music/group_membership/role] -> Percussion
/m/01qncf	/film/film/genre	/m/0219x_
  Drugstore Cowboy -> [/film/film/genre] -> Indie film
/m/018vs	/music/performance_role/guest_performances./music/recording_contribution/performance_role	/m/0l14md
  Bass guitar -> [/music/performance_role/guest_performances./music/recording_contribution/performance_role] -> Percussion
/m/0193f	/music/genre/artists	/m/01v_pj6
  Big beat -> [/music/genre/artists] -> Fatboy Slim
/m/01v_pj6	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02f72n
  Fatboy Slim -> [/award/award_nominee/award_nominations./award/award_nomination/award] -> MTV Video Music Award for Best Visual Effects
/m/08cyft	/music/genre/artists	/m/06p03s
  Electronic dance music -> [/music/genre/artists] -> Imogen Heap
/m/042v_gx	/music/performance_role/track_performances./music/track_contribution/role	/m/018vs
  Acoustic guitar -> [/music/performance_role/track_performances./music/track_contribution/role] -> Bass guitar
/m/0m0jc	/music/genre/artists	/m/01vt5c_
  Electronica -> [/music/genre/artists] -> M.I.A.
/m/0jyx6	/film/film/genre	/m/0219x_
  Manhattan -> [/film/film/genre] -> Indie film
/m/02v1m7	/award/award_category/winners./award/award_honor/award_winner	/m/0xsk8
  Grammy Award for Best Music Video -> [/award/award_category/winners./award/award_honor/award_winner] -> Bootsy Collins
/m/02jkkv	/film/film/genre	/m/0219x_
  Out of Sight -> [/film/film/genre] -> Indie film
/m/018vs	/music/performance_role/regular_performances./music/group_membership/role	/m/01wy6
  Bass guitar -> [/music/performance_role/regular_performances./music/group_membership/role] -> Clarinet
/m/016clz	/music/genre/parent_genre	/m/06by7
  Alternative rock -> [/music/genre/parent_genre] -> Rock music
/m/042v_gx	/music/performance_role/guest_performances./music/recording_contribution/performance_role	/m/0l14md
  Acoustic guitar -> [/music/performance_role/guest_performances./music/recording_contribution/performance_role] -> Percussion
/m/0342h	/music/performance_role/regular_performances./music/group_membership/role	/m/026t6
  Guitar -> [/music/performance_role/regular_performances./music/group_membership/role] -> Drum
/m/0xsk8	/award/award_nominee/award_nominations./award/award_nomination/award	/m/02v1m7
  Bootsy Collins -> [/award/award_nominee/award_nominations./award/award_nomination/award] -> Grammy Award for Best Music Video
/m/0g5q34q	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/m/07ssc
  Heartbeats -> [/film/film/release_date_s./film/film_regional_release_date/film_release_region] -> United Kingdom
/m/01vdm0	/music/performance_role/track_performances./music/track_contribution/role	/m/018vs
